review_id,job_id,name,status,verification
"J15-G2","adversary_towers","적응","구현 완료·자동 검증 완료","테스트: AdversaryAugmentsTest.adaptationCapsAgainstOpeningStatsInsteadOfGrowingCap; HeroAdversaryAugmentGameTest.adaptationUsesOpeningCapsAndClearsWhileRivalMatchRejectsGeneratedKills; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J15-P","adversary_towers","최종장","구현 완료·자동 검증 완료","테스트: AdversaryAugmentsTest.finalePassiveAffectsEveryFinalFormAndNoEarlierForm; HeroAdversaryAugmentGameTest.finaleAddsTwoDistinctTargetsForTenSeconds; HeroAdversaryAugmentGameTest.selectionRefreshesHeroAndFoxHealthWithoutLosingTimedBonusesOrHealthFraction; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J16-S","engineer_towers","관통 탄환","구현 완료·자동 검증 완료","테스트: EngineerGameTest.augmentBurstPiercesOnlyPrimaryAndReselectsFourTickFollowups; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J16-G1","engineer_towers","무한 회로","구현 완료·자동 검증 완료","테스트: EngineerGameTest.augmentBurstPiercesOnlyPrimaryAndReselectsFourTickFollowups; EngineerGameTest.suppressedDispenserSignalCannotQueueAugmentBullets; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 대표 장면 확인: 회로 입자·공격선·피격 표시; 서버 기록: 레인 1·5·9틱에 세 발 정산; 저속 촬영이므로 화면만으로 정상 속도 간격을 판정하지 않음; 근거: 2026-09-21-season-3-builder-augment-client-qa.ko.md"
"J16-G2","engineer_towers","폭발은 예술이다!","구현 완료·자동 검증 완료","테스트: AugmentCombatGameTest.jobTntRepeatsAtFixedPositionWithSnapshotDamageAndCancelsOnReset; EngineerGameTest.tntRepeatSuppressesKillTriggersAndSuppressedExplosionCannotRepeat; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J16-P","engineer_towers","전자동 공장","구현 완료·자동 검증 완료","테스트: EngineerGameTest.automaticFactoryRequiresConnectedOwnPlateWithoutCountingPresses; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J17-S","queen_towers","땅울림","구현 완료·자동 검증 완료","테스트: QueenGameTest.returningGiantRechecksPreviouslyContactedEnemyAndTransfersExecutionShrink; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J17-G1","queen_towers","근위대","구현 완료·자동 검증 완료","테스트: QueenGameTest.jokerTicketsGuardAuraAndRowBonusUseTheNativeCards; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J17-G2","queen_towers","궁정 광대","구현 완료·자동 검증 완료","테스트: QueenTowerCatalogTest.threeJokersUseDuplicateRanksAndKeepTheirSuitsForEqualBestHands; QueenTowerCatalogTest.jokerCanAdoptTheSuitNeededForRoyalFlushWithoutChangingTheOtherCards; QueenTowerCatalogTest.jokerKeepsApprovedBaseStatsAndHasZeroRefund; QueenGameTest.jokerTicketsGuardAuraAndRowBonusUseTheNativeCards; JobAugmentSelectionGameTest.acquisitionGrantsApplyExactlyOnceAcrossDuplicateClicksAndConfirms; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J17-P","queen_towers","왕실 부메랑","구현 완료·자동 검증 완료","테스트: QueenGameTest.returningGiantRechecksPreviouslyContactedEnemyAndTransfersExecutionShrink; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J18-S","atlantis","쓰나미","구현 완료·자동 검증 완료","테스트: AtlantisIntegrationGameTest.tsunamiWaitsSixSecondsAndPullsOneEdgeEnemyAtMostTwoBlocks; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J18-G1","atlantis","심해 압력","구현 완료·자동 검증 완료","테스트: AtlantisPressureTest.deepPressureUsesFourTimesCapWithoutChangingTheNativeCap; AtlantisIntegrationGameTest.deepPressureSpreadsToOnlyTwoEnemiesAndExtraAttacksDoNotSpread; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J18-G2","atlantis","압도적인 존재","구현 완료·자동 검증 완료","테스트: AtlantisIntegrationGameTest.turtleDeathFillsOnlyTwelveCarriersAndKeepsNativeMagicAttribution; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J18-P","atlantis","연쇄 폭발","구현 완료·자동 검증 완료","테스트: AtlantisPressureTest.augmentChainStopsAtTwelveUniqueMonstersAcrossSiblingBranches; AtlantisIntegrationGameTest.deepPressureSpreadsToOnlyTwoEnemiesAndExtraAttacksDoNotSpread; AtlantisIntegrationGameTest.chainExplosionRecursInsideZonesButStopsAfterTwelveUniqueCarriers; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J19-S","plant_towers","파고드는 줄기","구현 완료·자동 검증 완료","테스트: PlantIntegrationGameTest.rootsStunOnlyOnTheFirstSoilEntryOfEachRound; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J19-G1","plant_towers","급속 개화","구현 완료·자동 검증 완료","테스트: PlantIntegrationGameTest.rapidGrowthAndManualWorldTreePreserveStacksSoilAndHealthRatio; JobAugmentSelectionGameTest.acquisitionGrantsApplyExactlyOnceAcrossDuplicateClicksAndConfirms; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J19-G2","plant_towers","포자 증식","구현 완료·자동 검증 완료","테스트: PlantIntegrationGameTest.sporeRearmsAfterThreeSecondsAndReusesEightyPercentOfTheFirstBlast; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J19-P","plant_towers","세계수","구현 완료·자동 검증 완료","테스트: PlantIntegrationGameTest.rapidGrowthAndManualWorldTreePreserveStacksSoilAndHealthRatio; JobAugmentSelectionGameTest.allFourManualJobCardsRejectWrongClassForeignOwnerAndTemporaryCopies; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J20-S","army","특별진급","구현 완료·자동 검증 완료","테스트: ArmyAugmentsTest.thirdWaveKillPromotesOnlyOnceAndExtraAttacksCannotChargeIt; ArmyGameTest.specialPromotionCountsOnlyWaveKillsAndRetirementFundsOneRankedStarter; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J20-G1","army","말년짬","구현 완료·자동 검증 완료","테스트: ArmyAugmentsTest.veteransAggregateOnlyNearbySameTypeLowerRankAttacks; ArmyGameTest.veteranThirdJuniorAttackUsesSeniorPrePenaltyDamageAndOriginalDamageType; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J20-G2","army","군적금","구현 완료·자동 검증 완료","테스트: ArmyAugmentsTest.retirementTicketIsOnePerRoundOneStoredAndCombatStarterOnly; ArmyGameTest.specialPromotionCountsOnlyWaveKillsAndRetirementFundsOneRankedStarter; BuilderAugmentTransactionGameTest.freeArmyStarterSurvivesFailedPlacementThenPromotesWithoutSaleValue; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J20-P","army","예비군 1년차","구현 완료·자동 검증 완료","테스트: ArmyAugmentsTest.reservesKeepLatestTwoSnapshotsWithoutRankOrDuplicateMedalScaling; ArmyGameTest.artilleryReserveUsesRetirementSnapshotKeepsSplashAndExpiresWithRound; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J21-S","thunder","축전지","구현 완료·자동 검증 완료","테스트: ThunderGameTest.augmentBatteryStoresThreeShotsAndDischargesOnlyOnce; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J21-G1","thunder","도토리 발전소","구현 완료·자동 검증 완료","테스트: ThunderPowerTest.acornPowerDoublesRodOutputSurvivesCombatDeathAndStopsAfterRemoval; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J21-G2","thunder","람쥐 썬더","구현 완료·자동 검증 완료","테스트: ThunderGameTest.augmentGodLightningAddsThreeTargetsAtFullDamage; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J21-P","thunder","생체 중계기","구현 완료·자동 검증 완료","테스트: ThunderGameTest.augmentRelaysEachHitFiveNewEnemiesWithoutDuplicates; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J22-S","demon_lord_towers","마무리 동작","구현 완료·자동 검증 완료","테스트: DemonLordAugmentsTest.finisherRequiresRealSpellHitExpiresAndConsumesOnce; DemonLordGameTest.augmentThronesReplayDamageOnlyWithoutCombatTowersOrCooldowns; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J22-G1","demon_lord_towers","2페이즈","구현 완료·자동 검증 완료","테스트: DemonLordAugmentsTest.phaseUsesDemonPoolAfterShieldAndOnlyOncePerWave; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J22-G2","demon_lord_towers","왐보콤보","구현 완료·자동 검증 완료","테스트: DemonLordAugmentsTest.comboRequiresThreeDistinctSkillsAndReducesOnlyOffensiveCooldowns; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J22-P","demon_lord_towers","두 개의 왕좌","구현 완료·자동 검증 완료","테스트: DemonLordAugmentsTest.thronesRequireTwoRecentDistinctHitsAndResetWithoutLeaking; DemonLordGameTest.augmentThronesReplayDamageOnlyWithoutCombatTowersOrCooldowns; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J23-S","gamble_towers","도박 보험","구현 완료·자동 검증 완료","테스트: GambleAugmentsTest.insuranceAddsOnlyHalfOppositeCombatEffectsAndPreservesBadRoll; GambleGameTest.insuranceOnlyCoversLowRollsExcludesInvalidTargetsAndPaysNoOppositeReward; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J23-G1","gamble_towers","쌍 주사위","구현 완료·자동 검증 완료","테스트: GambleAugmentsTest.doubleDiceUsesTwoActualLegalRollsAndOnlyTheHighest; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J23-G2","gamble_towers","바닥의 왕","구현 완료·자동 검증 완료","테스트: GambleAugmentsTest.bottomKingDoublesOnlyScoreLossAndReversesTheInsuredStatLoss; GambleAugmentsTest.onePurchaseSettlesEveryAttemptStopsOnSuccessAndChargesAllFailurePenaltyOnce; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J23-P","gamble_towers","끝장을 보자","구현 완료·자동 검증 완료","테스트: GambleAugmentsTest.onePurchaseSettlesEveryAttemptStopsOnSuccessAndChargesAllFailurePenaltyOnce; GambleAugmentsTest.jackpotStorageCapsAtThreeSurvivesPromotionAndClearsBetweenRounds; GambleGameTest.allInChargesOnePurchaseAndSettlesEveryAttempt; GambleGameTest.jackpotKeepsDamageTypeCapsTargetsAndIgnoresExtraAttackCallbacks; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J24-S","body","시선강탈","구현 완료·자동 검증 완료","테스트: BodyGameTest.augmentEyeFacesNearestEnemyAndAdrenalineHealsOnce; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J24-G1","body","두근두근","구현 완료·자동 검증 완료","테스트: BodyGameTest.augmentNormalHeartbeatAddsExactlyOneNativeOrganAction; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J24-G2","body","아드레날린","구현 완료·자동 검증 완료","테스트: BodyAugmentsTest.adrenalineHealthAppliesOnlyToHeartsAndPreservesHealthRatio; BodyGameTest.augmentEyeFacesNearestEnemyAndAdrenalineHealsOnce; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J24-P","body","예민한 피부","구현 완료·자동 검증 완료","테스트: BodyAugmentsTest.skinAccumulatesLossWithoutBankingWholeThresholdsAndResetsAtWaveStart; BodyAugmentsTest.skinCooldownIsPerHeartAndDoesNotRunBetweenWaves; BodyGameTest.augmentSkinIgnoresAbsorptionAndSelfDamageAndCapsEachLinkedHeart; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J25-S","pet_towers","집 밖도 좋아","구현 완료·자동 검증 완료","테스트: PetAugmentsTest.largerYardBindsDistanceTwoWithoutLengtheningDogAdjacency; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J25-G1","pet_towers","우리 동네 대장","구현 완료·자동 검증 완료","테스트: PetGameTest.designatedLeaderRalliesOneOfEachOtherSpeciesAndAdditionalAttacksDoNotCharge; JobAugmentSelectionGameTest.allFourManualJobCardsRejectWrongClassForeignOwnerAndTemporaryCopies; JobAugmentSelectionGameTest.targetToolSurvivesNextRoundAndRepeatedParticipantPlacement; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J25-G2","pet_towers","다 컸네, 다 컸어","구현 완료·자동 검증 완료","테스트: PetAugmentsTest.earlyCombatUnlockDoesNotChangeBondAppearanceOrUpgradeEligibility; PetGameTest.grownUpBirdHealsSelfAndOneAllyThenFamilyHealsThreeAllies; PetGameTest.earlyCatUsesNativeSplashBeforeUpgradeGrowth; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J25-P","pet_towers","우리 가족","구현 완료·자동 검증 완료","테스트: PetAugmentsTest.familyNeedsActualAdultsAndSharesPackHealthWithoutHealing; PetGameTest.grownUpBirdHealsSelfAndOneAllyThenFamilyHealsThreeAllies; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J26-S","developer","버그 복사기","구현 완료·자동 검증 완료","테스트: DeveloperPatchServiceTest.copierUsesNearestEligibleCombatTowerOncePerRoundWithoutInstallingNegativeBug; DeveloperGameTest.intendedHardcodingKeepsWrongSpeciesPenaltyAndCopiedBonusHasNoPenalty; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J26-G1","developer","의도된 사항입니다","구현 완료·자동 검증 완료","테스트: DeveloperPatchServiceTest.intendedBonusesIgnoreOnlyPositiveConditionsAndKeepNativePenalties; DeveloperGameTest.intendedHardcodingKeepsWrongSpeciesPenaltyAndCopiedBonusHasNoPenalty; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J26-G2","developer","슈퍼핫픽스","구현 완료·자동 검증 완료","테스트: DeveloperPatchServiceTest.superHotfixWaitsForFirstSuccessTriplesOnlyTheGainAndStillRollsBug; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J26-P","developer","일괄 배포","구현 완료·자동 검증 완료","테스트: DeveloperPatchServiceTest.batchQueuesAllCurrentEligibleTowersButSpendsOnlyOneSuccessfulPatch; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J27-S","frost","빙판길","구현 완료·자동 검증 완료","테스트: FrostGameTest.icePatchRespectsRadiusDurationAndDoesNotDuplicateDeath; FrostGameTest.icePatchRejectsIneligibleDeathsAndRoundResetCancelsIt; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J27-G1","frost","급속 냉동","구현 완료·자동 검증 완료","테스트: FrostGameTest.rapidFreezeDoublesActualEmissionForEnemiesAndAllies; FrostGameTest.rapidFreezeLeavesUnselectedEmissionAndDongtaeSpreadUnchanged; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J27-G2","frost","해동 맛집","구현 완료·자동 검증 완료","테스트: FrostGameTest.thawAugmentCapsAreaAndRejectsRepeatedOrGeneratedTriggers; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J27-P","frost","빙하기","구현 완료·자동 검증 완료","테스트: FrostGameTest.iceAgeCapsOwnSourcesAndTargetsWithoutRefreshingStun; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J28-S","pirate","약탈의 대가","구현 완료·자동 검증 완료","테스트: PirateEconomyTest.freeChestTicketHasCapacityOneAndRequiresSuccessfulBasicChestPlacement; PirateEconomyTest.directSaleNeverGrantsMaturityAugments; BuilderAugmentTransactionGameTest.freePirateChestPreservesTicketOnFailureAndRecordsNoPurchaseCredit; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J28-G1","pirate","열쇠공","구현 완료·자동 검증 완료","테스트: PirateEconomyTest.locksmithCascadeSettlesEachChestOnceAndOnlyMultipliesMaturityReward; PirateEconomyTest.directSaleNeverGrantsMaturityAugments; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J28-G2","pirate","함대 포격","구현 완료·자동 검증 완료","테스트: PirateAugmentGameTest.fleetFiresTwoSpacedShellsForOnlyFirstFiveBasics; PirateAugmentGameTest.fleetRetargetsInsideOriginalRangeAndCancelsMissingTargets; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J28-P","pirate","거함 거포","구현 완료·자동 검증 완료","테스트: PirateEconomyTest.cannonUsesOneStackPerWaveAndEndWaveCancelsShotsWithoutRefund; PirateAugmentGameTest.cannonFixesStrongestAttackAndBombardsAtTwoSecondIntervals; JobAugmentSelectionGameTest.acquisitionGrantsApplyExactlyOnceAcrossDuplicateClicksAndConfirms; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J29-S","mage_towers","막타 환급","구현 완료·자동 검증 완료","테스트: MageAugmentsTest.refundsActualSpendOnceAndNeverRefundsReplayOrSupport; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J29-G1","mage_towers","마나 홍수","구현 완료·자동 검증 완료","테스트: MageAugmentsTest.floodIncludesUsedWizardsAndWorldNeverChangesCollapseCost; MageGameTest.floodGrantsManaAndDoublesCoreAndUsedWizardProduction; JobAugmentSelectionGameTest.acquisitionGrantsApplyExactlyOnceAcrossDuplicateClicksAndConfirms; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J29-G2","mage_towers","이중 주문","구현 완료·자동 검증 완료","테스트: MageGameTest.augmentsReplayTheThirdSpellAndLimitWorldTargets; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J29-P","mage_towers","온 세상이 사거리","구현 완료·자동 검증 완료","테스트: MageAugmentsTest.refundsActualSpendOnceAndNeverRefundsReplayOrSupport; MageAugmentsTest.floodIncludesUsedWizardsAndWorldNeverChangesCollapseCost; MageGameTest.augmentsReplayTheThirdSpellAndLimitWorldTargets; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J30-S","insect_towers","알껍질 방패","구현 완료·자동 검증 완료","테스트: InsectGameTest.augmentHatchingKeepsLifePenaltiesAndBlocksOnlyOneRevivedHit; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J30-G1","insect_towers","급행 부화","구현 완료·자동 검증 완료","테스트: InsectGameTest.augmentHatchingKeepsLifePenaltiesAndBlocksOnlyOneRevivedHit; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J30-G2","insect_towers","군락 대행진","구현 완료·자동 검증 완료","테스트: InsectGameTest.larvaeReserveSixPerPlayerAndKeepOnlyNativeExplosions; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
